Condition ID,Description,Control,Time (min),PMID,Organism,Biological Sample,Labelling Type,Labelling Method,Spectrometer,Enrichment,Condition label,Total Sites In Atlas
303_81,Shigella infection,Uninfected,120.0,23828894,9606,HeLa,free,,LTQ Orbitrap,TiO2,Shigella infection_120.00m,2958
318_87,anti-CD3,Time 0_5,0.0,24204825,9606,Jurkat,metabolic,SILAC,LTQ Orbitrap,TiO2,anti-CD3_0.00m,1869
321_87,anti-CD3,Time 0_5,5.0,24204825,9606,Jurkat,metabolic,SILAC,LTQ Orbitrap,TiO2,anti-CD3_5.00m,1869
324_87,anti-CD3,Time 0_5,10.0,24204825,9606,Jurkat,metabolic,SILAC,LTQ Orbitrap,TiO2,anti-CD3_10.00m,2018
327_87,anti-CD3,Time 0_5,20.0,24204825,9606,Jurkat,metabolic,SILAC,LTQ Orbitrap,TiO2,anti-CD3_20.00m,2018
318_93,anti-CD3,Time 0_5,0.0,24204825,9606,Jurkat,metabolic,SILAC,LTQ Orbitrap,TiO2,anti-CD3_0.00m,3940
321_93,anti-CD3,Time 0_5,5.0,24204825,9606,Jurkat,metabolic,SILAC,LTQ Orbitrap,TiO2,anti-CD3_5.00m,3940
324_93,anti-CD3,Time 0_5,10.0,24204825,9606,Jurkat,metabolic,SILAC,LTQ Orbitrap,TiO2,anti-CD3_10.00m,3370
327_93,anti-CD3,Time 0_5,20.0,24204825,9606,Jurkat,metabolic,SILAC,LTQ Orbitrap,TiO2,anti-CD3_20.00m,3370
318_96,anti-CD3,Time 0_5,0.0,24204825,9606,JCaM2.5,metabolic,SILAC,LTQ Orbitrap,TiO2,anti-CD3_0.00m,3099
321_96,anti-CD3,Time 0_5,5.0,24204825,9606,JCaM2.5,metabolic,SILAC,LTQ Orbitrap,TiO2,anti-CD3_5.00m,3099
324_96,anti-CD3,Time 0_5,10.0,24204825,9606,JCaM2.5,metabolic,SILAC,LTQ Orbitrap,TiO2,anti-CD3_10.00m,3483
327_96,anti-CD3,Time 0_5,20.0,24204825,9606,JCaM2.5,metabolic,SILAC,LTQ Orbitrap,TiO2,anti-CD3_20.00m,3483
330_99,Cell death (PKCdelta induced - Cytoplasm),PKCdelta induced (day 0),0.0,23879269,9606,AML U937,metabolic,SILAC,LTQ Orbitrap XL,TiO2,Cell death (PKCdelta induced - Cytoplasm)_0.00m,350
333_99,Cell death (PKCdelta induced - Cytoplasm),PKCdelta induced (day 0),2880.0,23879269,9606,AML U937,metabolic,SILAC,LTQ Orbitrap XL,TiO2,Cell death (PKCdelta induced - Cytoplasm)_2880.00m,481
336_99,Cell death (PKCdelta induced - Cytoplasm),PKCdelta induced (day 0),4320.0,23879269,9606,AML U937,metabolic,SILAC,LTQ Orbitrap XL,TiO2,Cell death (PKCdelta induced - Cytoplasm)_4320.00m,245
339_99,Cell death (PKCdelta induced - Cytoplasm),PKCdelta induced (day 0),5760.0,23879269,9606,AML U937,metabolic,SILAC,LTQ Orbitrap XL,TiO2,Cell death (PKCdelta induced - Cytoplasm)_5760.00m,859
342_99,Cell death (PKCdelta induced - Cytoplasm),PKCdelta induced (day 0),7200.0,23879269,9606,AML U937,metabolic,SILAC,LTQ Orbitrap XL,TiO2,Cell death (PKCdelta induced - Cytoplasm)_7200.00m,385
345_99,Cell death (PKCdelta induced - Nucleus),PKCdelta induced (day 0),0.0,23879269,9606,AML U937,metabolic,SILAC,LTQ Orbitrap XL,TiO2,Cell death (PKCdelta induced - Nucleus)_0.00m,197
348_99,Cell death (PKCdelta induced - Nucleus),PKCdelta induced (day 0),2880.0,23879269,9606,AML U937,metabolic,SILAC,LTQ Orbitrap XL,TiO2,Cell death (PKCdelta induced - Nucleus)_2880.00m,388
351_99,Cell death (PKCdelta induced - Nucleus),PKCdelta induced (day 0),4320.0,23879269,9606,AML U937,metabolic,SILAC,LTQ Orbitrap XL,TiO2,Cell death (PKCdelta induced - Nucleus)_4320.00m,392
354_99,Cell death (PKCdelta induced - Nucleus),PKCdelta induced (day 0),5760.0,23879269,9606,AML U937,metabolic,SILAC,LTQ Orbitrap XL,TiO2,Cell death (PKCdelta induced - Nucleus)_5760.00m,517
357_99,Cell death (PKCdelta induced - Nucleus),PKCdelta induced (day 0),7200.0,23879269,9606,AML U937,metabolic,SILAC,LTQ Orbitrap XL,TiO2,Cell death (PKCdelta induced - Nucleus)_7200.00m,319
363_105,LRRK2-IN-1 (Endogenous LRRK2),Untreated,,24117733,9606,SH-SY5Y neuroblastoma cells,metabolic,SILAC,LTQ Orbitrap Velos,TiO2,LRRK2-IN-1 (Endogenous LRRK2),2252
366_108,LRRK2-IN-1 (LRRK2 overexpression),Untreated,,24117733,9606,SH-SY5Y neuroblastoma cells,metabolic,SILAC,LTQ Orbitrap Velos,TiO2,LRRK2-IN-1 (LRRK2 overexpression),1676
369_111,PLK1 Inhibitor (G2r - BI2536 - 30m),Untreated,,23612710,9606,U2OS osteosarcoma cells,metabolic,SILAC,LTQ Orbitrap,TiO2,PLK1 Inhibitor (G2r - BI2536 - 30m),2093
372_111,PLK1 Inhibitor (G2r - BI2536 - 120m),Untreated,,23612710,9606,U2OS osteosarcoma cells,metabolic,SILAC,LTQ Orbitrap,TiO2,PLK1 Inhibitor (G2r - BI2536 - 120m),3116
375_111,PLK1 Inhibitor (G2r - BI2536 - 240m),Untreated,,23612710,9606,U2OS osteosarcoma cells,metabolic,SILAC,LTQ Orbitrap,TiO2,PLK1 Inhibitor (G2r - BI2536 - 240m),2876
378_111,PLK1 Inhibitor (G2nr - BI2536 - 360m),Untreated,,23612710,9606,U2OS osteosarcoma cells,metabolic,SILAC,LTQ Orbitrap,TiO2,PLK1 Inhibitor (G2nr - BI2536 - 360m),1669
102_117,RG7356,Vehicle,30.0,22777824,9606,MDA-MB-231 (Breast Cancer Cell Line),metabolic,SILAC,LTQ Orbitrap XL,IMAC,RG7356_30.00m,9317
105_117,RG7356,Vehicle,90.0,22777824,9606,MDA-MB-231 (Breast Cancer Cell Line),metabolic,SILAC,LTQ Orbitrap XL,IMAC,RG7356_90.00m,9088
387_117,RG7356,Vehicle,270.0,22777824,9606,MDA-MB-231 (Breast Cancer Cell Line),metabolic,SILAC,LTQ Orbitrap XL,IMAC,RG7356_270.00m,8295
390_120,DNA damage (Etoposide),Untreated,,22424773,9606,U2OS osteosarcoma cells,metabolic,SILAC,LTQ Orbitrap XL,TiO2,DNA damage (Etoposide),13100
399_129,DNA damage (Ionizing radiation),Untreated,,22424773,9606,U2OS osteosarcoma cells,metabolic,SILAC,LTQ Orbitrap XL,TiO2,DNA damage (Ionizing radiation),11740
402_132,Dasatinib (5 nM),Untreated,,19651622,9606,CML K-562,metabolic,SILAC,LTQ Orbitrap,TiO2,Dasatinib (5 nM),4405
405_132,Dasatinib (50 nM),Untreated,,19651622,9606,CML K-562,metabolic,SILAC,LTQ Orbitrap,TiO2,Dasatinib (50 nM)_vs_Untreated,4396
408_132,Dasatinib (50 nM),Dasatinib (5 nM),,19651622,9606,CML K-562,metabolic,SILAC,LTQ Orbitrap,TiO2,Dasatinib (50 nM)_vs_Dasatinib (5 nM),4405
132_135,Salmonella infection (Nucleus),Uninfected,2.0,21934108,9606,HeLa,metabolic,SILAC,LTQ Orbitrap XL,TiO2,Salmonella infection (Nucleus)_2.00m,2962
135_135,Salmonella infection (Nucleus),Uninfected,5.0,21934108,9606,HeLa,metabolic,SILAC,LTQ Orbitrap XL,TiO2,Salmonella infection (Nucleus)_5.00m,2952
138_135,Salmonella infection (Nucleus),Uninfected,10.0,21934108,9606,HeLa,metabolic,SILAC,LTQ Orbitrap XL,TiO2,Salmonella infection (Nucleus)_10.00m,2950
141_135,Salmonella infection (Nucleus),Uninfected,20.0,21934108,9606,HeLa,metabolic,SILAC,LTQ Orbitrap XL,TiO2,Salmonella infection (Nucleus)_20.00m,2955
144_135,Salmonella infection + dSopB (Nucleus),Uninfected,5.0,21934108,9606,HeLa,metabolic,SILAC,LTQ Orbitrap XL,TiO2,Salmonella infection + dSopB (Nucleus)_5.00m,2570
147_135,Salmonella infection + dSopB (Nucleus),Uninfected,20.0,21934108,9606,HeLa,metabolic,SILAC,LTQ Orbitrap XL,TiO2,Salmonella infection + dSopB (Nucleus)_20.00m,2568
150_135,Salmonella infection (Membrane),Uninfected,2.0,21934108,9606,HeLa,metabolic,SILAC,LTQ Orbitrap XL,TiO2,Salmonella infection (Membrane)_2.00m,2110
153_135,Salmonella infection (Membrane),Uninfected,5.0,21934108,9606,HeLa,metabolic,SILAC,LTQ Orbitrap XL,TiO2,Salmonella infection (Membrane)_5.00m,2124
156_135,Salmonella infection (Membrane),Uninfected,10.0,21934108,9606,HeLa,metabolic,SILAC,LTQ Orbitrap XL,TiO2,Salmonella infection (Membrane)_10.00m,2118
159_135,Salmonella infection (Membrane),Uninfected,20.0,21934108,9606,HeLa,metabolic,SILAC,LTQ Orbitrap XL,TiO2,Salmonella infection (Membrane)_20.00m,2095
162_135,Salmonella infection + dSopB (Membrane),Uninfected,5.0,21934108,9606,HeLa,metabolic,SILAC,LTQ Orbitrap XL,TiO2,Salmonella infection + dSopB (Membrane)_5.00m,1812
165_135,Salmonella infection + dSopB (Membrane),Uninfected,20.0,21934108,9606,HeLa,metabolic,SILAC,LTQ Orbitrap XL,TiO2,Salmonella infection + dSopB (Membrane)_20.00m,1810
168_135,Salmonella infection (Cytoplasm),Uninfected,2.0,21934108,9606,HeLa,metabolic,SILAC,LTQ Orbitrap XL,TiO2,Salmonella infection (Cytoplasm)_2.00m,2419
171_135,Salmonella infection (Cytoplasm),Uninfected,5.0,21934108,9606,HeLa,metabolic,SILAC,LTQ Orbitrap XL,TiO2,Salmonella infection (Cytoplasm)_5.00m,2458
174_135,Salmonella infection (Cytoplasm),Uninfected,10.0,21934108,9606,HeLa,metabolic,SILAC,LTQ Orbitrap XL,TiO2,Salmonella infection (Cytoplasm)_10.00m,2453
177_135,Salmonella infection (Cytoplasm),Uninfected,20.0,21934108,9606,HeLa,metabolic,SILAC,LTQ Orbitrap XL,TiO2,Salmonella infection (Cytoplasm)_20.00m,2415
180_135,Salmonella infection + dSopB (Cytoplasm),Uninfected,5.0,21934108,9606,HeLa,metabolic,SILAC,LTQ Orbitrap XL,TiO2,Salmonella infection + dSopB (Cytoplasm)_5.00m,1771
183_135,Salmonella infection + dSopB (Cytoplasm),Uninfected,20.0,21934108,9606,HeLa,metabolic,SILAC,LTQ Orbitrap XL,TiO2,Salmonella infection + dSopB (Cytoplasm)_20.00m,1771
66_138,Mitosis (Nocodazole),Async cells,30.0,20068231,9606,HeLa S3,metabolic,SILAC,LTQ Orbitrap,TiO2,Mitosis (Nocodazole),12458
69_138,G1 (Nocodazole),Async cells,180.0,20068231,9606,HeLa S3,metabolic,SILAC,LTQ Orbitrap,TiO2,G1 (Nocodazole),10061
72_138,G1_S (Thymidine),Async cells,0.0,20068231,9606,HeLa S3,metabolic,SILAC,LTQ Orbitrap,TiO2,G1_S (Thymidine),7524
75_138,G1_S (Aphidicolin),Async cells,0.0,20068231,9606,HeLa S3,metabolic,SILAC,LTQ Orbitrap,TiO2,G1_S (Aphidicolin)_vs_Async cells,8437
78_138,G1_S (Aphidicolin),G1_S (Thymidine),0.0,20068231,9606,HeLa S3,metabolic,SILAC,LTQ Orbitrap,TiO2,G1_S (Aphidicolin)_vs_G1_S (Thymidine),8423
81_138,Early S (Thymidine),Async cells,150.0,20068231,9606,HeLa S3,metabolic,SILAC,LTQ Orbitrap,TiO2,Early S (Thymidine),11614
84_138,Late S (Thymidine),Async cells,330.0,20068231,9606,HeLa S3,metabolic,SILAC,LTQ Orbitrap,TiO2,Late S (Thymidine),9823
87_138,S_G2 (Thymidine),Async cells,450.0,20068231,9606,HeLa S3,metabolic,SILAC,LTQ Orbitrap,TiO2,S_G2 (Thymidine),7401
411_141,VEGF,Untreated,10.0,23592840,9606,HUVEC,chemical,TMT,LTQ Orbitrap Velos,TiO2,VEGF_10.00m,2761
414_141,VEGF,Untreated,20.0,23592840,9606,HUVEC,chemical,TMT,LTQ Orbitrap Velos,TiO2,VEGF_20.00m,2774
417_141,VEGF,Untreated,30.0,23592840,9606,HUVEC,chemical,TMT,LTQ Orbitrap Velos,TiO2,VEGF_30.00m,2775
420_141,VEGF,Untreated,60.0,23592840,9606,HUVEC,chemical,TMT,LTQ Orbitrap Velos,TiO2,VEGF_60.00m,2775
423_141,Sorafinib,Untreated,,23592840,9606,HUVEC,chemical,TMT,LTQ Orbitrap Velos,TiO2,Sorafinib,2765
426_144,EGF,Untreated,10.0,22210691,9606,HeLa,chemical,mTRAQ,LTQ Orbitrap Velos,IMAC,EGF_10.00m,13001
429_144,EGF,Untreated,1440.0,22210691,9606,HeLa,chemical,mTRAQ,LTQ Orbitrap Velos,IMAC,EGF_1440.00m,13117
426_153,EGF,Untreated,10.0,22210691,9606,HeLa,chemical,iTRAQ,LTQ Orbitrap Velos,IMAC,EGF_10.00m,17903
429_153,EGF,Untreated,1440.0,22210691,9606,HeLa,chemical,iTRAQ,LTQ Orbitrap Velos,IMAC,EGF_1440.00m,17795
432_156,Bortezomib,Untreated,,23749302,9606,Jurkat,metabolic,SILAC,Orbitrap (Q Exactive),IMAC,Bortezomib,27010
432_159,Bortezomib,Untreated,,23749302,9606,Jurkat,metabolic,SILAC,Orbitrap (Q Exactive),IMAC,Bortezomib,14842
432_162,Bortezomib,Untreated,,23749302,9606,Jurkat,metabolic,SILAC,Orbitrap (Q Exactive),IMAC,Bortezomib,5416
447_168,nonTargeted_siRNA,PINK1_siRNA,,24626860,9606,HEK-293,metabolic,SILAC,LTQ Orbitrap,IMAC,nonTargeted_siRNA,2187
453_168,PINK1_siRNA,nonTargeted_siRNA,,24626860,9606,HEK-293,metabolic,SILAC,LTQ Orbitrap,IMAC,PINK1_siRNA,1700
465_174,Iloprost (2 nM),Vehicle,0.16,24324209,9606,Platelet-rich plasma,chemical,iTRAQ,LTQ Orbitrap Velos,TiO2,Iloprost (2 nM)_0.16m,2434
468_174,Iloprost (2 nM),Vehicle,0.5,24324209,9606,Platelet-rich plasma,chemical,iTRAQ,LTQ Orbitrap Velos,TiO2,Iloprost (2 nM)_0.50m,2434
471_174,Iloprost (2 nM),Vehicle,1.0,24324209,9606,Platelet-rich plasma,chemical,iTRAQ,LTQ Orbitrap Velos,TiO2,Iloprost (2 nM)_1.00m,2434
474_177,Iloprost (5 nM),Vehicle,0.16,24324209,9606,Platelet-rich plasma,chemical,iTRAQ,LTQ Orbitrap Velos,TiO2,Iloprost (5 nM)_0.16m,2498
477_177,Iloprost (5 nM),Vehicle,0.5,24324209,9606,Platelet-rich plasma,chemical,iTRAQ,LTQ Orbitrap Velos,TiO2,Iloprost (5 nM)_0.50m,2498
480_177,Iloprost (5 nM),Vehicle,1.0,24324209,9606,Platelet-rich plasma,chemical,iTRAQ,LTQ Orbitrap Velos,TiO2,Iloprost (5 nM)_1.00m,2498
483_180,Quizartinib,AML cell lines,,24247654,9606,AML Bone Marrow aspirate,metabolic,Super-SILAC,LTQ Orbitrap Velos,IMAC,Quizartinib,8705
483_183,Quizartinib,AML cell lines,,24247654,9606,AML Bone Marrow aspirate,metabolic,Super-SILAC,LTQ Orbitrap Velos,IMAC,Quizartinib,10880
549_186,Differentiation (Serum free medium),Control,1440.0,24706070,9606,Dental Follicle Cells,chemical,iTRAQ,Orbitrap,TiO2,Differentiation (Serum free medium)_1440.00m,1726
552_186,Differentiation (Serum free medium),Control,2880.0,24706070,9606,Dental Follicle Cells,chemical,iTRAQ,Orbitrap,TiO2,Differentiation (Serum free medium)_2880.00m,1726
573_192,Ischemia,Control,5.0,24719451,9606,Ovarian Carcinoma,chemical,iTRAQ,LTQ Orbitrap Velos,IMAC,Ischemia_5.00m,20497
576_192,Ischemia,Control,30.0,24719451,9606,Ovarian Carcinoma,chemical,iTRAQ,LTQ Orbitrap Velos,IMAC,Ischemia_30.00m,20442
579_192,Ischemia,Control,60.0,24719451,9606,Ovarian Carcinoma,chemical,iTRAQ,LTQ Orbitrap Velos,IMAC,Ischemia_60.00m,20476
573_195,Ischemia,Control,5.0,24719451,9606,Basal Breast Cancer Tumor (WHIM6),chemical,iTRAQ,Orbitrap (Q Exactive),IMAC,Ischemia_5.00m,25017
576_195,Ischemia,Control,30.0,24719451,9606,Basal Breast Cancer Tumor (WHIM6),chemical,iTRAQ,Orbitrap (Q Exactive),IMAC,Ischemia_30.00m,25015
579_195,Ischemia,Control,60.0,24719451,9606,Basal Breast Cancer Tumor (WHIM6),chemical,iTRAQ,Orbitrap (Q Exactive),IMAC,Ischemia_60.00m,25017
573_198,Ischemia,Control,5.0,24719451,9606,Luminal Breast Cancer Tumor (WHIM20),chemical,iTRAQ,Orbitrap (Q Exactive),IMAC,Ischemia_5.00m,23639
576_198,Ischemia,Control,30.0,24719451,9606,Luminal Breast Cancer Tumor (WHIM20),chemical,iTRAQ,Orbitrap (Q Exactive),IMAC,Ischemia_30.00m,23638
579_198,Ischemia,Control,60.0,24719451,9606,Luminal Breast Cancer Tumor (WHIM20),chemical,iTRAQ,Orbitrap (Q Exactive),IMAC,Ischemia_60.00m,23643
582_201,PGE2,Control,0.0,24850871,9606,Jurkat,free,,LTQ Orbitrap,TiO2,PGE2_0.00m,11614
585_201,PGE2,Control,10.0,24850871,9606,Jurkat,free,,LTQ Orbitrap,TiO2,PGE2_10.00m,11743
588_201,PGE2,Control,20.0,24850871,9606,Jurkat,free,,LTQ Orbitrap,TiO2,PGE2_20.00m,10954
591_201,PGE2,Control,30.0,24850871,9606,Jurkat,free,,LTQ Orbitrap,TiO2,PGE2_30.00m,10552
594_201,PGE2,Control,5.0,24850871,9606,Jurkat,free,,LTQ Orbitrap,TiO2,PGE2_5.00m,11258
597_201,PGE2,Control,60.0,24850871,9606,Jurkat,free,,LTQ Orbitrap,TiO2,PGE2_60.00m,10662
582_204,PGE2,Control,0.0,24850871,9606,Jurkat,free,,LTQ Orbitrap,TiO2,PGE2_0.00m,9543
585_204,PGE2,Control,10.0,24850871,9606,Jurkat,free,,LTQ Orbitrap,TiO2,PGE2_10.00m,9511
588_204,PGE2,Control,20.0,24850871,9606,Jurkat,free,,LTQ Orbitrap,TiO2,PGE2_20.00m,8655
591_204,PGE2,Control,30.0,24850871,9606,Jurkat,free,,LTQ Orbitrap,TiO2,PGE2_30.00m,9482
594_204,PGE2,Control,5.0,24850871,9606,Jurkat,free,,LTQ Orbitrap,TiO2,PGE2_5.00m,9744
597_204,PGE2,Control,60.0,24850871,9606,Jurkat,free,,LTQ Orbitrap,TiO2,PGE2_60.00m,8246
648_216,preOIS,preOIS (sh-C/EBPbeta),,24961811,9606,Fibroblast (Tig3),chemical,Multiplex peptide stable isotope dimethyl labeling,LTQ Orbitrap Velos,IMAC,preOIS_vs_preOIS (sh-C/EBPbeta),5458
651_216,preOIS,preOIS (sh-C/EBPbeta),,24961811,9606,Fibroblast (Tig3),chemical,Multiplex peptide stable isotope dimethyl labeling,LTQ Orbitrap Velos,IMAC,preOIS_vs_preOIS (sh-C/EBPbeta),5478
654_216,preOIS (sh-C/EBPbeta),cycling,,24961811,9606,Fibroblast (Tig3),chemical,Multiplex peptide stable isotope dimethyl labeling,LTQ Orbitrap Velos,IMAC,preOIS (sh-C/EBPbeta),5439
657_216,preOIS (sh-C/EBPbeta),cycling,,24961811,9606,Fibroblast (Tig3),chemical,Multiplex peptide stable isotope dimethyl labeling,LTQ Orbitrap Velos,IMAC,preOIS (sh-C/EBPbeta),5488
660_216,preOIS,cycling,,24961811,9606,Fibroblast (Tig3),chemical,Multiplex peptide stable isotope dimethyl labeling,LTQ Orbitrap Velos,IMAC,preOIS_vs_cycling,5389
663_216,preOIS,cycling,,24961811,9606,Fibroblast (Tig3),chemical,Multiplex peptide stable isotope dimethyl labeling,LTQ Orbitrap Velos,IMAC,preOIS_vs_cycling,5376
666_216,OIS,OIS (sh-C/EBPbeta),,24961811,9606,Fibroblast (Tig3),chemical,Multiplex peptide stable isotope dimethyl labeling,LTQ Orbitrap Velos,IMAC,OIS_vs_OIS (sh-C/EBPbeta),5570
669_216,OIS,OIS (sh-C/EBPbeta),,24961811,9606,Fibroblast (Tig3),chemical,Multiplex peptide stable isotope dimethyl labeling,LTQ Orbitrap Velos,IMAC,OIS_vs_OIS (sh-C/EBPbeta),5845
672_216,OIS (sh-C/EBPbeta),cycling,,24961811,9606,Fibroblast (Tig3),chemical,Multiplex peptide stable isotope dimethyl labeling,LTQ Orbitrap Velos,IMAC,OIS (sh-C/EBPbeta),5918
675_216,OIS (sh-C/EBPbeta),cycling,,24961811,9606,Fibroblast (Tig3),chemical,Multiplex peptide stable isotope dimethyl labeling,LTQ Orbitrap Velos,IMAC,OIS (sh-C/EBPbeta),5881
678_216,OIS,cycling,,24961811,9606,Fibroblast (Tig3),chemical,Multiplex peptide stable isotope dimethyl labeling,LTQ Orbitrap Velos,IMAC,OIS_vs_cycling,5730
681_216,OIS,cycling,,24961811,9606,Fibroblast (Tig3),chemical,Multiplex peptide stable isotope dimethyl labeling,LTQ Orbitrap Velos,IMAC,OIS_vs_cycling,5760
684_219,TGF-beta,Control,5.0,25056879,9606,Keratinocytes (HaCaT),metabolic,SILAC,Orbitrap (Q Exactive),TiO2,TGF-beta_5.00m,7166
687_219,TGF-beta,Control,10.0,25056879,9606,Keratinocytes (HaCaT),metabolic,SILAC,Orbitrap (Q Exactive),TiO2,TGF-beta_10.00m,7166
690_219,TGF-beta,Control,15.0,25056879,9606,Keratinocytes (HaCaT),metabolic,SILAC,Orbitrap (Q Exactive),TiO2,TGF-beta_15.00m,7166
693_219,TGF-beta,Control,20.0,25056879,9606,Keratinocytes (HaCaT),metabolic,SILAC,Orbitrap (Q Exactive),TiO2,TGF-beta_20.00m,7166
696_222,ATR inhibitor (VE-821),Control,,25003641,9606,AML HL-60,metabolic,SILAC,Orbitrap (Q Exactive),TiO2,ATR inhibitor (VE-821),6914
699_225,PIK3CA activation (H1047R),Control,,25247763,9606,MCF10A (Breast epithelia),metabolic,SILAC,LTQ Orbitrap Velos,TiO2,PIK3CA activation (H1047R),3451
702_225,PIK3CA activation (H1047R) + inhibitor,Control,,25247763,9606,MCF10A (Breast epithelia),metabolic,SILAC,LTQ Orbitrap Velos,TiO2,PIK3CA activation (H1047R) + inhibitor,3436
705_225,PIK3CA activation (E545K),Control,,25247763,9606,MCF10A (Breast epithelia),metabolic,SILAC,LTQ Orbitrap Velos,TiO2,PIK3CA activation (E545K),5092
711_228,Quinalizarin,Control,,25278378,9606,HEK-293,metabolic,SILAC,LTQ Orbitrap XL,TiO2,Quinalizarin,994
1203_245,KRAS (G12D),Wild type,,25599653,9606,SW48,metabolic,SILAC,LTQ Orbitrap XL,TiO2,KRAS (G12D)_vs_Wild type,2055
1204_245,KRAS (G13D),Wild type,,25599653,9606,SW48,metabolic,SILAC,LTQ Orbitrap XL,TiO2,KRAS (G13D)_vs_Wild type,2041
1205_245,KRAS (G13D),KRAS (G12D),,25599653,9606,SW48,metabolic,SILAC,LTQ Orbitrap XL,TiO2,KRAS (G13D)_vs_KRAS (G12D),2041
1206_245,KRAS (G12V),Wild type,,25599653,9606,SW48,metabolic,SILAC,LTQ Orbitrap XL,TiO2,KRAS (G12V),1761
1207_245,KRAS (G12D),Wild type,,25599653,9606,SW48,metabolic,SILAC,LTQ Orbitrap XL,TiO2,KRAS (G12D)_vs_Wild type,1758
1208_245,KRAS (G12D),KRAS (G12V),,25599653,9606,SW48,metabolic,SILAC,LTQ Orbitrap XL,TiO2,KRAS (G12D)_vs_KRAS (G12V),1759
1209_245,KRAS (G12V),Wild type,,25599653,9606,SW48,metabolic,SILAC,LTQ Orbitrap XL,TiO2,KRAS (G12V),1442
1210_245,KRAS (G13D),Wild type,,25599653,9606,SW48,metabolic,SILAC,LTQ Orbitrap XL,TiO2,KRAS (G13D)_vs_Wild type,1442
1211_245,KRAS (G13D),KRAS (G12V),,25599653,9606,SW48,metabolic,SILAC,LTQ Orbitrap XL,TiO2,KRAS (G13D)_vs_KRAS (G12V),1442
1278_271,Citreoviridin,Control,0.16,26503892,9606,CL1â€“ 0 (Lung adenocarcinoma),chemical,Methyl esterification,LTQ Orbitrap XL,,Citreoviridin_0.16m,1200
1279_271,Citreoviridin,Control,1.0,26503892,9606,CL1â€“ 0 (Lung adenocarcinoma),chemical,Methyl esterification,LTQ Orbitrap XL,,Citreoviridin_1.00m,981
1280_271,Citreoviridin,Control,5.0,26503892,9606,CL1â€“ 0 (Lung adenocarcinoma),chemical,Methyl esterification,LTQ Orbitrap XL,,Citreoviridin_5.00m,1082
1281_271,Citreoviridin,Control,10.0,26503892,9606,CL1â€“ 0 (Lung adenocarcinoma),chemical,Methyl esterification,LTQ Orbitrap XL,,Citreoviridin_10.00m,1055
1282_271,Citreoviridin,Control,60.0,26503892,9606,CL1â€“ 0 (Lung adenocarcinoma),chemical,Methyl esterification,LTQ Orbitrap XL,,Citreoviridin_60.00m,1036
1283_271,Citreoviridin,Control,120.0,26503892,9606,CL1â€“ 0 (Lung adenocarcinoma),chemical,Methyl esterification,LTQ Orbitrap XL,,Citreoviridin_120.00m,935
1284_271,Citreoviridin,Control,720.0,26503892,9606,CL1â€“ 0 (Lung adenocarcinoma),chemical,Methyl esterification,LTQ Orbitrap XL,,Citreoviridin_720.00m,824
1285_271,Citreoviridin,Control,1440.0,26503892,9606,CL1â€“ 0 (Lung adenocarcinoma),chemical,Methyl esterification,LTQ Orbitrap XL,,Citreoviridin_1440.00m,1530
